rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
540,49.31074304164568,35.13838748495788,-0.5734621435662612,49.054699402035084,49.566786681256275,07712,Ocean,Monmouth County,NJ,766167.0,0.06093883877306752,0.030523429746777353,-0.4855735294246646,0.04760061396577344,0.17990839357461996,-0.0005459085738352965,0.0946219704399045,-0.005694729427998715,2.5,2026-07-31
541,49.29402787222986,35.018050541516246,-0.5734621435662612,47.78571700242257,50.80233874203714,07524,Paterson,Passaic County,NJ,535481.0,0.030108106469910828,-0.32771041158829384,-0.08215660387893564,,0.4996263200958342,-0.401998473560734,0.0044683239454634816,-0.007832254079959092,2.3,2026-07-31
542,49.29153775786737,34.89771359807461,-0.5734621435662612,57.63007560546048,40.95299991027425,11753,Jericho,Nassau County,NY,1321700.0,0.08142773759295566,0.5757979132785209,0.10287644156810671,,0.12781587564327945,0.251489730384449,-0.23086189357492692,-0.16422507254358693,2.4,2026-07-31
543,49.22546255458343,34.777376654632974,-0.5734621435662612,47.590263402706924,50.86066170645994,10304,New York,Richmond County,NY,711139.0,-0.06122038506735236,-0.044007679233864394,-0.03121301451763081,0.043711259242432236,0.406698952350365,-0.171261421318944,0.04670156145057014,0.020809239583656144,1.5,2026-07-31
544,49.172480243650796,34.65703971119133,-0.5734621435662612,52.138737355665214,46.20622313163638,08835,Manville,Somerset County,NJ,487522.0,0.06805286499163579,-0.4215407858599818,-0.2316722574020158,,-0.2364576645117531,-0.22043829776740365,0.06186383153001529,0.05769104836375254,2.0,2026-07-31
545,49.16461213281437,34.5367027677497,-0.5734621435662612,46.552313501888975,51.77691076373977,10021,New York,New York County,NY,1510567.0,-0.4439897360860844,0.7093643579827287,0.18320248776208814,0.03236837801174701,0.3637505329040269,0.30288130423195025,0.03027914413746835,-0.03305166123385535,3.4,2026-07-31
546,49.11252878445243,34.416365824308066,-0.5734621435662612,51.69094191257678,46.534115656328076,07074,Moonachie,Bergen County,NJ,665210.0,0.005158782236213716,-0.1107740268979942,-0.021583385192334603,,0.10778844311757108,-0.19664998203055378,0.06717383484653716,0.06406630204744372,1.7,2026-07-31
547,49.096990074639564,34.29602888086642,-0.5734621435662612,50.495611472369696,47.698368676909425,07063,Plainfield,Union County,NJ,496634.0,0.06811330592419154,-0.40302363056605905,-0.37834845894431446,,-0.2176297455403884,-0.28277798114045694,0.1245062514486559,-0.1265842515866617,2.5,2026-07-31
548,49.06855323655049,34.17569193742479,-0.5734621435662612,47.81764655527343,50.31945991782756,11411,New York,Queens County,NY,720992.0,-0.12862916019536427,-0.03024780289553952,-0.05694992810124688,,-0.0665216314642525,-0.1377564599499681,-0.06073301622121896,0.024291256626473065,1.6,2026-07-31
549,49.05091808960938,34.05535499398315,-0.5734621435662612,46.06254979378924,52.03928638542953,10454,New York,Bronx County,NY,813171.0,-0.07585279768164419,0.09006491720484,0.2905585992755011,0.044429168185814875,1.6296910227809718,-0.3493405727900589,-0.11514022990326467,0.06789551235018569,2.1,2026-07-31
550,49.0440176691517,33.935018050541515,-0.5734621435662612,46.980754648444865,51.10728068985853,08812,Dunellen,Middlesex County,NJ,597219.0,0.018991495307414757,-0.21859282897620957,-0.09802417957458687,0.0491595463546027,-0.2706949757667776,-0.08419983386805585,-0.05947117829527393,0.011225361875276271,2.5,2026-07-31
551,49.04133227299144,33.81468110709988,-0.5734621435662612,52.12242717320561,45.96023737277727,07066,Clark,Union County,NJ,733349.0,0.08163794938177774,-0.013254589969193376,0.08575554521171824,,-0.18612916549302594,-0.019271694261974226,-0.03684399126430371,-0.033375427491204326,2.5,2026-07-31
552,49.025069610837924,33.69434416365824,-0.5734621435662612,52.68634910983862,45.363790111837226,10970,Pomona,Rockland County,NY,749612.0,0.1729957782660886,0.008679055421094262,0.11770767926100056,,-0.0591046229363823,-0.01759214351538596,0.08171140923131404,0.0624601003682808,2.7,2026-07-31
553,49.00478907951417,33.57400722021661,-0.5734621435662612,45.67418512825766,52.33539303077068,18445,Newfoundland,Pike County,PA,291421.0,0.008198668781704305,-0.936108154831798,-0.08265270409483527,,-0.19320496013479915,-0.2635837472450067,-0.32612369659557494,-0.09005285983248941,2.1,2026-07-31
554,48.97914925936708,33.45367027677497,-0.5734621435662612,57.90015775257839,40.05814076615577,11577,Roslyn Heights,Nassau County,NY,1417874.0,0.09341644753103787,0.6460378977814081,0.10055618598771154,,0.15959161873634886,0.16700037986637817,-0.028039927605034265,-0.03525976138333116,2.9,2026-07-31
555,48.9777937121375,33.33333333333333,-0.5734621435662612,49.257798192998386,48.69778923127661,08823,Franklin Park,Somerset County,NJ,430122.0,0.11842342135874376,-0.5468072073097421,-0.5085818959971338,,-0.575660347239759,0.10009682033396095,-0.1248707764691499,-0.1852582010933223,1.8,2026-07-31
556,48.97672098446337,33.2129963898917,-0.5734621435662612,42.866832431358745,55.08660953756799,11776,Port Jefferson Station,Suffolk County,NY,640413.0,0.082936727031559,-0.1487629613547874,-0.05622399468425776,0.058451122830914005,-0.21976147557143588,-0.13682599462668493,-0.061872174130868984,0.018280800188140753,2.8,2026-07-31
557,48.84554174273764,33.092659446450064,-0.5734621435662612,41.338342790440855,56.35274069503442,18328,Dingmans Ferry,Pike County,PA,262697.0,0.035647439024885236,-1.0398765689999738,-0.24047701898863671,,-0.7794690722972153,-0.19251107784505378,0.08994696298200644,0.00241734648424545,2.0,2026-07-31
558,48.84448252848715,32.97232250300842,-0.5734621435662612,47.30510978123335,50.38385527574095,08852,Monmouth Junction,Middlesex County,NJ,704460.0,0.03050651246013772,-0.053444168705635064,0.05636203552238861,0.042225514441864086,-0.22410662768248568,0.18368712553831967,-0.012665655375768026,-0.061119277078636805,2.2,2026-07-31
559,48.81937924536831,32.851985559566785,-0.5734621435662612,46.65059237650463,50.988166114231994,10453,New York,Bronx County,NY,571897.0,-0.004282739908498451,-0.26191781740933706,0.2488887356400067,0.0489878680909145,0.957210946764486,-0.35799093442033963,-0.1010326360333842,-0.03752175798541453,0.8,2026-07-31
560,48.799788141935714,32.731648616125156,-0.5734621435662612,47.73995806134244,49.85961822252899,10464,New York,Bronx County,NY,678572.0,-0.1416746644107519,-0.0908859548737535,0.039653191349563244,,-0.005570935114177944,-0.02343790417768632,-0.16339781094269945,0.013738549596685787,1.7,2026-07-31
561,48.781013891357496,32.61131167268351,-0.5734621435662612,50.49621902973777,47.06580875297722,11726,Copiague,Suffolk County,NY,591240.0,-0.07199755354421064,-0.22865412699358778,-0.16512411782503555,,-0.36274233893249996,-0.22810834668330404,0.30553805793235966,-0.036642328342194566,2.0,2026-07-31
562,48.72867560764864,32.49097472924188,-0.5734621435662612,48.52882335857507,48.92852785672221,10309,New York,Richmond County,NY,802808.0,-0.0558048005821373,0.07723981271818481,0.29579230171448145,0.030102660152080487,0.04406201510599206,-0.08890554482261859,-0.17228332933023793,0.04463282034834774,1.5,2026-07-31
563,48.70885441552653,32.37063778580024,-0.5734621435662612,53.115105914129046,44.302602916924016,07027,Garwood,Union County,NJ,707231.0,0.060338473601659365,-0.049519065437378273,-0.08880048640249605,,-0.03481500129965309,-0.03844626569530074,-0.01205556273125552,0.1637818589705929,2.8,2026-07-31
564,48.67981094399077,32.250300842358605,-0.5734621435662612,49.92259222568147,47.43702966230007,11957,Orient,Suffolk County,NY,1557823.0,-0.004211337087280137,0.7401681757404006,0.8319897709132782,,0.915357509761553,0.07430846561247428,0.06638607505518124,0.2464292695022448,2.3,2026-07-31
565,48.60925199810965,32.12996389891697,-0.5734621435662612,44.141891266151276,53.07661273006802,07080,South Plainfield,Middlesex County,NJ,598708.0,0.024295316864329314,-0.21610287896709934,-0.024957290962053236,0.05364800312793412,-0.3639561460475502,-0.05260439191147759,0.01722493060042396,0.004243796332698488,2.5,2026-07-31
566,48.607240101179855,32.009626955475326,-0.5734621435662612,50.059330363917574,47.15514983844214,07073,East Rutherford,Bergen County,NJ,656825.0,-0.025261312769316285,-0.12345872146373615,-0.03487837368442115,0.055533681195690396,0.01290209540268239,-0.02351749524554031,-0.039454544825064275,0.01840921882213413,2.5,2026-07-31
567,48.57164162476839,31.889290012033694,-0.5734621435662612,48.718111407898746,48.42517184163804,10306,New York,Richmond County,NY,759750.0,-0.05084862535711884,0.022113449304704602,0.10572495008583438,0.04094248636070094,0.1700417335871911,-0.1473160622317799,-0.05025530225489305,-0.04803752330126772,1.4,2026-07-31
568,48.51780835838528,31.768953068592058,-0.5734621435662612,48.60092035317365,48.43469636359692,08857,Old Bridge,Middlesex County,NJ,645250.0,0.08188310331755524,-0.14123858246828647,0.10410262114374014,0.05323415903462967,-0.11418789677991659,-0.10308593076901307,-0.10059879339253364,0.011224304407058391,2.3,2026-07-31
569,48.50872972700907,31.64861612515042,-0.5734621435662612,42.04297771043934,54.97448174357881,07003,Bloomfield,Essex County,NJ,613939.0,0.025845924109056645,-0.19098083369409302,-0.12809479794418266,0.046841267957855114,-0.11086922239035357,-0.00021776076381369025,0.05281441067215198,0.07466196869269685,2.4,2026-07-31
570,48.45627742362882,31.528279181708786,-0.5734621435662612,48.635646990215875,48.27690785704176,11944,Greenport,Suffolk County,NY,983663.0,-0.0026334667573784942,0.2804068413192695,-0.5445596984498149,,0.5555126981697842,-0.06068599586808532,0.13846178351607463,0.007457324353793468,2.0,2026-07-31
571,48.36174325886238,31.40794223826715,-0.5734621435662612,47.098617428081745,49.62486908964302,07072,Carlstadt,Bergen County,NJ,675578.0,-0.05243767655662132,-0.09530768013291713,-0.025669811095411887,0.04795893804752406,-0.1228363796184635,-0.18255395668317176,0.030908692774126223,0.012117023455912965,2.0,2026-07-31
572,48.33095530484128,31.28760529482551,-0.5734621435662612,37.380926113325394,59.28098449635717,18337,Milford,Pike County,PA,356960.0,0.02423563077317184,-0.7332517462629227,0.10081453753769942,,-0.5461952434654223,-0.15608764629461885,-0.10402212184971837,0.08578347633637078,2.0,2026-07-31
573,48.29814992234405,31.167268351383875,-0.5734621435662612,45.24746435379791,51.348835490890195,07728,Freehold,Monmouth County,NJ,658949.0,0.07061546726711079,-0.12023075339711298,-0.22849173859822258,0.05244378818702929,-0.13580371696251103,-0.03100418006008926,-0.014567632069811154,-0.02888988412194289,2.4,2026-07-31
574,48.22060150857787,31.046931407942242,-0.5734621435662612,46.91786125728136,49.52334175987438,11417,New York,Queens County,NY,763063.0,-0.07032580387013318,0.02646418115571514,0.1281148597432491,0.036170022791606,0.28174396377632216,-0.23374233473501016,-0.10729879656509667,-0.0009478116294354272,1.7,2026-07-31
575,48.21992551925639,30.9265944645006,-0.5734621435662612,49.4323705810795,47.00748045743328,07920,Basking Ridge,Somerset County,NJ,945658.0,0.08971043279922633,0.24100474176379905,-0.12401360337983292,0.04658837408536385,-0.2996873754579277,0.25391454129577773,0.011068629762815974,0.03436606379608191,2.7,2026-07-31
576,48.15453187695235,30.806257521058967,-0.5734621435662612,47.17640148358191,49.13266227032279,08880,South Bound Brook,Somerset County,NJ,460132.0,-0.006324449349470379,-0.4793629137062094,-0.3335100293526292,0.05672286048055694,-0.48514867568875464,-0.2521609273093891,0.05058506265209317,-0.032146454776297254,1.9,2026-07-31
577,48.1374167476347,30.685920577617328,-0.5734621435662612,47.29942600651588,48.97540748875353,10986,Tomkins Cove,Rockland County,NY,710365.0,0.07651968500729148,-0.04509682949079341,0.23025573917813702,,,-0.004806380641885211,,0.16851447994352614,2.7,2026-07-31
578,48.06412989901028,30.56558363417569,-0.5734621435662612,50.87319885455772,45.25506094346284,10532,Hawthorne,Westchester County,NY,818257.0,-0.03748559145564165,0.09630036318521817,-0.03691483748988489,,-0.13231551850213852,0.1167651382392505,0.014422425317357934,0.009509783840280492,2.6,2026-07-31
579,47.96043716018888,30.445246690734056,-0.5734621435662612,42.79199918928803,53.128875131089735,18426,Greentown,Pike County,PA,288029.0,0.0005959204907263482,-0.9478163782440774,-0.14172415755486512,,-0.3731644027128429,-0.2876965708940217,0.038587709335319076,-0.18012464812642442,2.2,2026-07-31
580,47.95405349501904,30.324909747292416,-0.5734621435662612,48.336941401213764,47.571165588824314,11361,New York,Queens County,NY,1003418.0,-0.06603078451374209,0.30029092279424496,0.13120069182773975,0.035101244488795875,0.35875040838577976,-0.028282739342061103,-0.04449762250086309,0.04046463522725245,1.6,2026-07-31
581,47.94675800108259,30.20457280385078,-0.5734621435662612,45.46086569139652,50.432650310768665,10457,New York,Bronx County,NY,509431.0,-0.2666291952204404,-0.3775812170634385,0.17229780058021227,,0.589874932853484,-0.36129321974550044,0.12921410384883814,0.06135153862894631,1.6,2026-07-31
582,47.88121429818789,30.084235860409148,-0.5734621435662612,39.6788213405639,56.083607255811884,07827,Montague Township,Sussex County,NJ,324869.0,0.04410941034984042,-0.827454738904537,-0.20058311294759257,,-0.7257047965782608,-0.19989509172987424,0.06253379244840929,-0.1913260705243524,2.0,2026-07-31
583,47.88067743798749,29.96389891696751,-0.5734621435662612,47.00488155959284,48.75647331638214,11421,New York,Queens County,NY,743671.0,-0.12346263890980289,0.0007222119104444147,0.10674749216629564,,0.2145871132554784,-0.21855884786962582,-0.015718371624378946,-0.0017647498670212008,1.4,2026-07-31
584,47.85721365936469,29.843561973525873,-0.5734621435662612,56.52525980778703,39.18916751094235,11509,Atlantic Beach,Nassau County,NY,1503037.0,0.12049021793790296,0.7043667212345124,0.4367652633896455,,0.2984682753919461,0.1498989631960288,0.05307418358849958,-0.10742638866720595,2.2,2026-07-31
585,47.84976490930945,29.723225030084237,-0.5734621435662612,53.09280532962758,42.60672448899132,10977,Spring Valley,Rockland County,NY,895376.0,0.20636735156774258,0.18636805628235287,0.007537578221084473,,0.5974837298235165,-0.2644959976926592,0.07601323883577216,-0.014746570011917107,2.5,2026-07-31
586,47.786905073149484,29.602888086642597,-0.5734621435662612,46.464337817731646,49.109472328567314,07438,Oak Ridge,Morris County,NJ,541623.0,0.04396655845473099,-0.3163051077679402,0.05154054057122792,,-0.40943342715791364,-0.060546506451460924,-0.12785259545687389,-0.08984942723972873,2.7,2026-07-31
587,47.729675322855414,29.482551143200965,-0.5734621435662612,46.80937643683339,48.649974208877445,18451,Paupack,Pike County,PA,421438.0,-0.026705842439042365,-0.5672037557980261,0.2423885702780364,,-0.8909063145238154,0.01368454028700139,0.7281499007747634,-0.3253857874246468,2.3,2026-07-31
588,47.603526916292196,29.362214199759322,-0.5734621435662612,49.1653185338719,46.0417352987125,10801,New Rochelle,Westchester County,NY,808126.0,0.037249529425020717,0.08384174027977309,-0.07046669516330972,0.04439281952734817,0.3557287918627725,-0.04816529635976491,0.058628866789980805,0.07279400945646967,3.1,2026-07-31
589,47.55843626334898,29.24187725631769,-0.5734621435662612,50.28291144199738,44.83396108470058,11954,Montauk,Suffolk County,NY,1944962.0,0.0562429830125403,0.9621213134645359,-0.2673612165207384,,0.7208063120886219,0.04076711830524049,0.16299356527972364,-0.04814930098230415,2.5,2026-07-31
590,47.554784585101835,29.121540312876053,-0.5734621435662612,49.74708595840003,45.36248321180364,07950,Morris Plains,Morris County,NJ,734524.0,0.03714163948408036,-0.011653090188659121,0.006282743446863748,0.05776073791681432,-0.3258021781957059,0.17061911193988033,-0.04174529340165911,0.1130751701971227,2.3,2026-07-31
591,47.510502760570354,29.001203369434414,-0.5734621435662612,43.62389523662757,51.39711028451314,11772,Patchogue,Suffolk County,NY,607502.0,0.03222096780805331,-0.20152111523436567,-0.11264825133770984,0.055268975300464734,-0.13655521631575174,-0.15797745704468147,0.04034435766214095,-0.028981454362298556,2.4,2026-07-31
592,47.50821330907304,28.880866425992778,-0.5734621435662612,45.94676008803663,49.06966653010945,11428,New York,Queens County,NY,788495.0,-0.038381904433808595,0.05924949416583303,0.007433251963254506,0.03404461678197578,0.2663993835491627,-0.16588503947161426,-0.07849491902739558,-0.009334851693217863,1.8,2026-07-31
